seed,target_stage,method,point_type,precision,recall,average_precision
42,Reconnaissance,frozen,curve,0.1378029263831733,0.8239917976760082,0.4012734738777736
42,Reconnaissance,frozen,curve,0.13814752171544878,0.8234791524265208,0.4012734738777736
42,Reconnaissance,frozen,curve,0.13852303445102662,0.8231373889268626,0.4012734738777736
42,Reconnaissance,frozen,curve,0.13875667099379776,0.8219412166780588,0.4012734738777736
42,Reconnaissance,frozen,curve,0.1391075355943975,0.8214285714285714,0.4012734738777736
42,Reconnaissance,frozen,curve,0.1394315905594101,0.820745044429255,0.4012734738777736
42,Reconnaissance,frozen,curve,0.1397285805812802,0.8198906356801093,0.4012734738777736
42,Reconnaissance,frozen,curve,0.13985217213473955,0.8180109364319891,0.4012734738777736
42,Reconnaissance,frozen,curve,0.14006447831184057,0.8166438824333562,0.4012734738777736
42,Reconnaissance,frozen,curve,0.14042515656699303,0.8161312371838687,0.4012734738777736
42,Reconnaissance,frozen,curve,0.14079230701159257,0.8156185919343814,0.4012734738777736
42,Reconnaissance,frozen,curve,0.14092092803030304,0.8137388926862611,0.4012734738777736
42,Reconnaissance,frozen,curve,0.14116913576581658,0.8125427204374572,0.4012734738777736
42,Reconnaissance,frozen,curve,0.14147852504914518,0.8116883116883117,0.4012734738777736
42,Reconnaissance,frozen,curve,0.14178992977737936,0.8108339029391661,0.4012734738777736
42,Reconnaissance,frozen,curve,0.14213334932246072,0.8101503759398496,0.4012734738777736
42,Reconnaissance,frozen,curve,0.1424790206635185,0.8094668489405331,0.4012734738777736
42,Reconnaissance,frozen,curve,0.14285714285714285,0.8089542036910458,0.4012734738777736
42,Reconnaissance,frozen,curve,0.14324209761414558,0.8084415584415584,0.4012734738777736
42,Reconnaissance,frozen,curve,0.1435384895801689,0.8074162679425837,0.4012734738777736
42,Reconnaissance,frozen,curve,0.14383686905632773,0.806390977443609,0.4012734738777736
42,Reconnaissance,frozen,curve,0.1441634300743142,0.8055365686944634,0.4012734738777736
42,Reconnaissance,frozen,curve,0.14461491254986192,0.8053656869446343,0.4012734738777736
42,Reconnaissance,frozen,curve,0.14491548905513993,0.8043403964456596,0.4012734738777736
42,Reconnaissance,frozen,curve,0.1452798714938836,0.8036568694463432,0.4012734738777736
42,Reconnaissance,frozen,curve,0.14546074450609056,0.801948051948052,0.4012734738777736
42,Reconnaissance,frozen,curve,0.1457983454624619,0.8010936431989063,0.4012734738777736
42,Reconnaissance,frozen,curve,0.14616944921204555,0.8004101161995899,0.4012734738777736
