study,contrast,condition,budget,rows,metric,baseline_mean,candidate_mean,delta_mean,seed_count
PX082,current_history_mixed_minus_past,common_anchor,,104051,OtherAttackStage.exact_stage_recall,0.9726380170610011,0.9972638017061001,0.024625784645099014,3
PX082,current_history_mixed_minus_past,common_anchor,,104051,OtherAttackStage.warning_recall,0.9912548956489081,0.9993025376897903,0.008047642040882153,3
PX082,current_history_mixed_minus_past,common_anchor,,104051,OtherAttackStage.attack_to_benign_count,54.333333333333336,4.333333333333333,-50.0,3
PX082,current_history_mixed_minus_past,common_anchor,,104051,OtherAttackStage.wrong_attack_stage_count,115.66666666666667,12.666666666666666,-103.0,3
PX082,current_history_mixed_minus_past,common_anchor,,104051,OtherAttackStage.stage_f1,0.9854587244245083,0.9984688918200044,0.013010167395496097,3
PX082,current_history_mixed_minus_past,common_anchor,,104051,LateralMovement.exact_stage_recall,0.2962962962962963,0.5740740740740741,0.2777777777777778,3
PX082,current_history_mixed_minus_past,common_anchor,,104051,LateralMovement.warning_recall,0.2962962962962963,0.5740740740740741,0.2777777777777778,3
PX082,current_history_mixed_minus_past,common_anchor,,104051,LateralMovement.attack_to_benign_count,12.666666666666666,7.666666666666667,-4.999999999999999,3
PX082,current_history_mixed_minus_past,common_anchor,,104051,LateralMovement.wrong_attack_stage_count,0.0,0.0,0.0,3
PX082,current_history_mixed_minus_past,common_anchor,,104051,LateralMovement.stage_f1,0.28363221431257374,0.2798245614035088,-0.003807652909064929,3
PX082,current_history_mixed_minus_past,common_anchor,,104051,DataExfiltration.exact_stage_recall,0.6639566395663956,0.845915602013163,0.18195896244676735,3
PX082,current_history_mixed_minus_past,common_anchor,,104051,DataExfiltration.warning_recall,0.6686024003097174,0.8470770421989934,0.17847464188927598,3
PX082,current_history_mixed_minus_past,common_anchor,,104051,DataExfiltration.attack_to_benign_count,570.6666666666666,263.3333333333333,-307.3333333333333,3
PX082,current_history_mixed_minus_past,common_anchor,,104051,DataExfiltration.wrong_attack_stage_count,8.0,2.0,-6.0,3
PX082,current_history_mixed_minus_past,common_anchor,,104051,DataExfiltration.stage_f1,0.7670782173194394,0.9091734372804927,0.14209521996105334,3
PX082,chronological_history_minus_current,common_anchor,,104051,macro_f1,0.7364788067010649,0.7581969382898088,0.021718131588743916,3
PX082,chronological_history_minus_current,common_anchor,,104051,benign_false_alert_rate,0.0002497450519261587,0.00014915329490034477,-0.00010059175702581392,3
PX082,chronological_history_minus_current,common_anchor,,104051,benign_false_alert_count,24.0,14.333333333333334,-9.666666666666666,3
PX082,chronological_history_minus_current,common_anchor,,104051,attack_to_benign_count,595.6666666666666,637.6666666666666,42.0,3
PX082,chronological_history_minus_current,common_anchor,,104051,wrong_attack_stage_count,181.0,123.66666666666667,-57.33333333333333,3
PX082,chronological_history_minus_current,common_anchor,,104051,OtherAttackStage.exact_stage_recall,0.9679167337303504,0.9726380170610011,0.004721283330650694,3
PX082,chronological_history_minus_current,common_anchor,,104051,OtherAttackStage.warning_recall,0.9969955469714041,0.9912548956489081,-0.005740651322496015,3
PX082,chronological_history_minus_current,common_anchor,,104051,OtherAttackStage.attack_to_benign_count,18.666666666666668,54.333333333333336,35.66666666666667,3
PX082,chronological_history_minus_current,common_anchor,,104051,OtherAttackStage.wrong_attack_stage_count,180.66666666666666,115.66666666666667,-64.99999999999999,3
PX082,chronological_history_minus_current,common_anchor,,104051,OtherAttackStage.stage_f1,0.9835625861315801,0.9854587244245083,0.0018961382929282289,3
PX082,chronological_history_minus_current,common_anchor,,104051,LateralMovement.exact_stage_recall,0.25925925925925924,0.2962962962962963,0.037037037037037035,3
PX082,chronological_history_minus_current,common_anchor,,104051,LateralMovement.warning_recall,0.25925925925925924,0.2962962962962963,0.037037037037037035,3
PX082,chronological_history_minus_current,common_anchor,,104051,LateralMovement.attack_to_benign_count,13.333333333333334,12.666666666666666,-0.6666666666666679,3
PX082,chronological_history_minus_current,common_anchor,,104051,LateralMovement.wrong_attack_stage_count,0.0,0.0,0.0,3
PX082,chronological_history_minus_current,common_anchor,,104051,LateralMovement.stage_f1,0.20911401939553712,0.28363221431257374,0.07451819491703662,3
PX082,chronological_history_minus_current,common_anchor,,104051,DataExfiltration.exact_stage_recall,0.6724738675958188,0.6639566395663956,-0.00851722802942323,3
PX082,chronological_history_minus_current,common_anchor,,104051,DataExfiltration.warning_recall,0.672667440960124,0.6686024003097174,-0.004065040650406582,3
PX082,chronological_history_minus_current,common_anchor,,104051,DataExfiltration.attack_to_benign_count,563.6666666666666,570.6666666666666,7.0,3
PX082,chronological_history_minus_current,common_anchor,,104051,DataExfiltration.wrong_attack_stage_count,0.3333333333333333,8.0,7.666666666666667,3
PX082,chronological_history_minus_current,common_anchor,,104051,DataExfiltration.stage_f1,0.7564532002133585,0.7670782173194394,0.01062501710608088,3
