configuration_id,study,dataset,condition,view,arm,budget,reference_only,fit_seed,perturbation_seed,source_record_index,source_path,subgroup_type,subgroup_id,class,support,predicted_count,true_positive_count,precision,exact_recall,f1,average_precision,roc_auc,ranking_metric_status,recall_supported,warning_recall,missed_warning_count,wrong_attack_stage_count,target_false_negative_count,warning_scope
PX080-0002,PX080,UNRAVELED,clean,,fixed_fusion,,False,20260924,,2,px080_context_selector/results/METRICS.json,by_capture,6,DataExfiltration,2253,2250,2250,1.0,0.9986684420772304,0.9993337774816788,0.999731395189977,0.9999777351258894,source reported; blank if unsupported,True,0.9991122947181535,2,1,,Any non-benign predicted label
PX080-0002,PX080,UNRAVELED,clean,,fixed_fusion,,False,20260924,,2,px080_context_selector/results/METRICS.json,by_capture,7,Benign,48951,48928,48917,0.9997751798561151,0.9993054278768565,0.9995402486743836,0.9999990538690916,0.9999873114685165,source reported; blank if unsupported,True,,,,,Any non-benign predicted label
PX080-0002,PX080,UNRAVELED,clean,,fixed_fusion,,False,20260924,,2,px080_context_selector/results/METRICS.json,by_capture,7,OtherAttackStage,3628,3626,3626,1.0,0.9994487320837927,0.9997242900468707,0.9999999240468564,0.9999999943702215,source reported; blank if unsupported,True,0.9994487320837927,2,0,,Any non-benign predicted label
PX080-0002,PX080,UNRAVELED,clean,,fixed_fusion,,False,20260924,,2,px080_context_selector/results/METRICS.json,by_capture,7,LateralMovement,0,34,0,0.0,0.0,0.0,,,source reported; blank if unsupported,False,,0,0,,Any non-benign predicted label
PX080-0002,PX080,UNRAVELED,clean,,fixed_fusion,,False,20260924,,2,px080_context_selector/results/METRICS.json,by_capture,7,DataExfiltration,9,0,0,0.0,0.0,0.0,0.0008669244502988245,0.8673699470215189,source reported; blank if unsupported,True,0.0,9,0,,Any non-benign predicted label
PX080-0002,PX080,UNRAVELED,clean,,fixed_fusion,,False,20260924,,2,px080_context_selector/results/METRICS.json,by_capture,8,Benign,35261,35496,35259,0.9933231913455037,0.999943280111171,0.9966222423223144,0.9999874670205496,0.9998138669415493,source reported; blank if unsupported,True,,,,,Any non-benign predicted label
PX080-0002,PX080,UNRAVELED,clean,,fixed_fusion,,False,20260924,,2,px080_context_selector/results/METRICS.json,by_capture,8,OtherAttackStage,2133,2129,2129,1.0,0.9981247069854665,0.999061473486626,0.9999997803077537,0.9999999867937112,source reported; blank if unsupported,True,0.9985935302390999,3,1,,Any non-benign predicted label
PX080-0002,PX080,UNRAVELED,clean,,fixed_fusion,,False,20260924,,2,px080_context_selector/results/METRICS.json,by_capture,8,LateralMovement,11,7,5,0.7142857142857143,0.45454545454545453,0.5555555555555556,0.5754677767085856,0.9987241507628516,source reported; blank if unsupported,True,0.4545454545454546,6,0,,Any non-benign predicted label
PX080-0002,PX080,UNRAVELED,clean,,fixed_fusion,,False,20260924,,2,px080_context_selector/results/METRICS.json,by_capture,8,DataExfiltration,228,1,0,0.0,0.0,0.0,0.04579869737995999,0.9345030803180924,source reported; blank if unsupported,True,0.0,228,0,,Any non-benign predicted label
PX080-0002,PX080,UNRAVELED,clean,,fixed_fusion,,False,20260924,,2,px080_context_selector/results/METRICS.json,by_capture,9,Benign,25120,25352,25116,0.9906910697380877,0.9998407643312102,0.995244888254874,0.9999894613890934,0.9997679143598088,source reported; blank if unsupported,True,,,,,Any non-benign predicted label
PX080-0002,PX080,UNRAVELED,clean,,fixed_fusion,,False,20260924,,2,px080_context_selector/results/METRICS.json,by_capture,9,OtherAttackStage,883,522,522,1.0,0.5911664779161948,0.7430604982206406,0.9587095496408549,0.9984401763320828,source reported; blank if unsupported,True,0.9490373725934315,45,316,,Any non-benign predicted label
PX080-0002,PX080,UNRAVELED,clean,,fixed_fusion,,False,20260924,,2,px080_context_selector/results/METRICS.json,by_capture,9,LateralMovement,6,6,2,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.4712823725981621,0.9998096035946842,source reported; blank if unsupported,True,0.33333333333333337,4,0,,Any non-benign predicted label
PX080-0002,PX080,UNRAVELED,clean,,fixed_fusion,,False,20260924,,2,px080_context_selector/results/METRICS.json,by_capture,9,DataExfiltration,258,387,71,0.1834625322997416,0.2751937984496124,0.22015503875968992,0.11657839553643967,0.9603996648745023,source reported; blank if unsupported,True,0.27519379844961245,187,0,,Any non-benign predicted label
PX080-0002,PX080,UNRAVELED,clean,,fixed_fusion,,False,20260924,,2,px080_context_selector/results/METRICS.json,by_capture,10,Benign,20461,21155,20461,0.9671945166627275,1.0,0.983323721645521,0.9999952283518325,0.9998552105946408,source reported; blank if unsupported,True,,,,,Any non-benign predicted label
PX080-0002,PX080,UNRAVELED,clean,,fixed_fusion,,False,20260924,,2,px080_context_selector/results/METRICS.json,by_capture,10,OtherAttackStage,0,0,0,0.0,0.0,0.0,,,source reported; blank if unsupported,False,,0,0,,Any non-benign predicted label
PX080-0002,PX080,UNRAVELED,clean,,fixed_fusion,,False,20260924,,2,px080_context_selector/results/METRICS.json,by_capture,10,LateralMovement,0,0,0,0.0,0.0,0.0,,,source reported; blank if unsupported,False,,0,0,,Any non-benign predicted label
PX080-0002,PX080,UNRAVELED,clean,,fixed_fusion,,False,20260924,,2,px080_context_selector/results/METRICS.json,by_capture,10,DataExfiltration,694,0,0,0.0,0.0,0.0,0.6762900837381141,0.9937352525723007,source reported; blank if unsupported,True,0.0,694,0,,Any non-benign predicted label
PX080-0002,PX080,UNRAVELED,clean,,fixed_fusion,,False,20260924,,2,px080_context_selector/results/METRICS.json,role_stratum,department_to_private_services,Benign,1576,2644,1525,0.5767776096822995,0.9676395939086294,0.7227488151658767,0.9596318586151854,0.908833872524487,source reported; blank if unsupported,True,,,,,Any non-benign predicted label
PX080-0002,PX080,UNRAVELED,clean,,fixed_fusion,,False,20260924,,2,px080_context_selector/results/METRICS.json,role_stratum,department_to_private_services,OtherAttackStage,0,0,0,0.0,0.0,0.0,,,source reported; blank if unsupported,False,,0,0,,Any non-benign predicted label
PX080-0002,PX080,UNRAVELED,clean,,fixed_fusion,,False,20260924,,2,px080_context_selector/results/METRICS.json,role_stratum,department_to_private_services,LateralMovement,35,68,17,0.25,0.4857142857142857,0.3300970873786408,0.21602957010227364,0.9214792678371311,source reported; blank if unsupported,True,0.48571428571428577,18,0,,Any non-benign predicted label
PX080-0002,PX080,UNRAVELED,clean,,fixed_fusion,,False,20260924,,2,px080_context_selector/results/METRICS.json,role_stratum,department_to_private_services,DataExfiltration,1101,0,0,0.0,0.0,0.0,0.5924600946831221,0.7899054581045052,source reported; blank if unsupported,True,0.0,1101,0,,Any non-benign predicted label
PX080-0003,PX080,UNRAVELED,clean,,confidence_gate,,False,20260924,,3,px080_context_selector/results/METRICS.json,by_capture,6,Benign,62400,62399,62389,0.9998397410214908,0.9998237179487179,0.9998317294209088,0.9999996944949379,0.9999976432295399,source reported; blank if unsupported,True,,,,,Any non-benign predicted label
PX080-0003,PX080,UNRAVELED,clean,,confidence_gate,,False,20260924,,3,px080_context_selector/results/METRICS.json,by_capture,6,OtherAttackStage,5780,5781,5780,0.9998270195467912,1.0,0.9999135022921892,0.9999998802592701,0.999999989299044,source reported; blank if unsupported,True,1.0,0,0,,Any non-benign predicted label
PX080-0003,PX080,UNRAVELED,clean,,confidence_gate,,False,20260924,,3,px080_context_selector/results/METRICS.json,by_capture,6,LateralMovement,18,21,10,0.47619047619047616,0.5555555555555556,0.5128205128205128,0.42969230437075046,0.999750748149936,source reported; blank if unsupported,True,0.5555555555555556,8,0,,Any non-benign predicted label
PX080-0003,PX080,UNRAVELED,clean,,confidence_gate,,False,20260924,,3,px080_context_selector/results/METRICS.json,by_capture,6,DataExfiltration,2253,2250,2250,1.0,0.9986684420772304,0.9993337774816788,0.9998574869451613,0.9999938496620769,source reported; blank if unsupported,True,0.9991122947181535,2,1,,Any non-benign predicted label
PX080-0003,PX080,UNRAVELED,clean,,confidence_gate,,False,20260924,,3,px080_context_selector/results/METRICS.json,by_capture,7,Benign,48951,48927,48916,0.9997751752611033,0.9992849992849993,0.9995300271766894,0.9999851544066116,0.9998086609893829,source reported; blank if unsupported,True,,,,,Any non-benign predicted label
