study,contrast,condition,budget,seed,metric,baseline,candidate,delta,lower,upper,confidence,valid_replicates,undefined_replicates,conditional_on_required_label_support,status
PX081,harm_minus_entropy,clean,3,8102,DataExfiltration.wrong_attack_stage_count,925,923,-2,-6.0,0.0,0.95,2000,0,False,COMPLETE
PX081,harm_minus_entropy,clean,3,8102,DataExfiltration.stage_f1,0.7631926121372031,0.7589827727645612,-0.004209839372641966,-0.008535340937436242,0.0,0.95,2000,0,False,COMPLETE
PX081,harm_minus_entropy,clean,3,8103,macro_f1,0.7474037108517193,0.7611885802184151,0.013784869366695762,0.001677649946774662,0.03467023855004181,0.95,1981,19,True,SUPPORT_CONDITIONAL
PX081,harm_minus_entropy,clean,3,8103,benign_false_alert_rate,0.0003486079097573793,0.0003538110128880865,5.2031031307071644e-06,-1.280010922759874e-05,3.180594134984414e-05,0.95,2000,0,False,COMPLETE
PX081,harm_minus_entropy,clean,3,8103,benign_false_alert_count,67,68,1.0,-3.0,6.0,0.95,2000,0,False,COMPLETE
PX081,harm_minus_entropy,clean,3,8103,attack_to_benign_count,1180,1201,21,8.0,34.0,0.95,2000,0,False,COMPLETE
PX081,harm_minus_entropy,clean,3,8103,wrong_attack_stage_count,330,308,-22,-37.0,-6.0,0.95,2000,0,False,COMPLETE
PX081,harm_minus_entropy,clean,3,8103,OtherAttackStage.exact_stage_recall,0.9707018673535094,0.9708628461043143,0.00016097875080489654,-0.0002130152305889199,0.0015363128491620026,0.95,2000,0,False,COMPLETE
PX081,harm_minus_entropy,clean,3,8103,OtherAttackStage.warning_recall,0.9954121056020605,0.9954121056020605,0.0,-0.00021301523058903093,0.00043383947939268364,0.95,2000,0,False,COMPLETE
PX081,harm_minus_entropy,clean,3,8103,OtherAttackStage.attack_to_benign_count,57,57,0,-3.0,3.0,0.95,2000,0,False,COMPLETE
PX081,harm_minus_entropy,clean,3,8103,OtherAttackStage.wrong_attack_stage_count,307,305,-2,-6.0,0.0,0.95,2000,0,False,COMPLETE
PX081,harm_minus_entropy,clean,3,8103,OtherAttackStage.stage_f1,0.9850526831658907,0.9851355766089513,8.289344306067203e-05,-0.00010658706712551869,0.0009336642598557487,0.95,2000,0,False,COMPLETE
PX081,harm_minus_entropy,clean,3,8103,LateralMovement.exact_stage_recall,0.4857142857142857,0.5142857142857142,0.028571428571428525,0.0,0.05555555555555558,0.95,1981,19,True,SUPPORT_CONDITIONAL
PX081,harm_minus_entropy,clean,3,8103,LateralMovement.warning_recall,0.4857142857142857,0.5142857142857142,0.028571428571428525,0.0,0.05555555555555558,0.95,1981,19,True,SUPPORT_CONDITIONAL
PX081,harm_minus_entropy,clean,3,8103,LateralMovement.attack_to_benign_count,18,17,-1,-3.0,0.0,0.95,2000,0,False,COMPLETE
PX081,harm_minus_entropy,clean,3,8103,LateralMovement.wrong_attack_stage_count,0,0,0,0.0,0.0,0.95,2000,0,False,COMPLETE
PX081,harm_minus_entropy,clean,3,8103,LateralMovement.stage_f1,0.2446043165467626,0.3,0.05539568345323739,0.008169934640522875,0.13888888888888887,0.95,1981,19,True,SUPPORT_CONDITIONAL
PX081,harm_minus_entropy,clean,3,8103,DataExfiltration.exact_stage_recall,0.6722835560720511,0.6717024985473562,-0.0005810575246949501,-0.0026246719160105125,0.0,0.95,2000,0,False,COMPLETE
PX081,harm_minus_entropy,clean,3,8103,DataExfiltration.warning_recall,0.678965717606043,0.6725740848343986,-0.00639163277164434,-0.030581039755351702,-0.0015331544653124363,0.95,2000,0,False,COMPLETE
PX081,harm_minus_entropy,clean,3,8103,DataExfiltration.attack_to_benign_count,1105,1127,22,8.0,35.024999999999864,0.95,2000,0,False,COMPLETE
PX081,harm_minus_entropy,clean,3,8103,DataExfiltration.wrong_attack_stage_count,23,3,-20,-34.0,-6.0,0.95,2000,0,False,COMPLETE
PX081,harm_minus_entropy,clean,3,8103,DataExfiltration.stage_f1,0.7631926121372031,0.7629104108232965,-0.00028220131390666037,-0.0019507004008258444,0.0,0.95,2000,0,False,COMPLETE
PX081,harm_minus_entropy,delayed_unavailable,1,8101,macro_f1,0.6993920959662637,0.750711589394414,0.05131949342815023,0.01120391979133292,0.09529099698987131,0.95,1981,19,True,SUPPORT_CONDITIONAL
PX081,harm_minus_entropy,delayed_unavailable,1,8101,benign_false_alert_rate,0.0008741213259588018,0.0009261523572658733,5.2031031307071536e-05,7.137096486407456e-06,0.00012557435999885835,0.95,2000,0,False,COMPLETE
PX081,harm_minus_entropy,delayed_unavailable,1,8101,benign_false_alert_count,168,178,10.0,1.0,23.0,0.95,2000,0,False,COMPLETE
PX081,harm_minus_entropy,delayed_unavailable,1,8101,attack_to_benign_count,441,1147,706,104.0,1567.0,0.95,2000,0,False,COMPLETE
PX081,harm_minus_entropy,delayed_unavailable,1,8101,wrong_attack_stage_count,1088,376,-712,-1569.0,-113.0,0.95,2000,0,False,COMPLETE
PX081,harm_minus_entropy,delayed_unavailable,1,8101,OtherAttackStage.exact_stage_recall,0.9674822923374115,0.9677237604636189,0.00024146812620740032,0.00013252054068380037,0.000398922908148025,0.95,2000,0,False,COMPLETE
PX081,harm_minus_entropy,delayed_unavailable,1,8101,OtherAttackStage.warning_recall,0.9966194462330973,0.996941403734707,0.00032195750160968206,0.00019799627766992067,0.000723065798987732,0.95,2000,0,False,COMPLETE
PX081,harm_minus_entropy,delayed_unavailable,1,8101,OtherAttackStage.attack_to_benign_count,42,38,-4,-5.0,-2.0,0.95,2000,0,False,COMPLETE
PX081,harm_minus_entropy,delayed_unavailable,1,8101,OtherAttackStage.wrong_attack_stage_count,362,363,1,0.0,3.0,0.95,2000,0,False,COMPLETE
PX081,harm_minus_entropy,delayed_unavailable,1,8101,OtherAttackStage.stage_f1,0.9833517404998569,0.9835167082498262,0.00016496774996932473,7.330503288882628e-05,0.00026685733353049024,0.95,2000,0,False,COMPLETE
PX081,harm_minus_entropy,delayed_unavailable,1,8101,LateralMovement.exact_stage_recall,0.8,0.8857142857142857,0.08571428571428563,0.0,0.11111111111111105,0.95,1981,19,True,SUPPORT_CONDITIONAL
PX081,harm_minus_entropy,delayed_unavailable,1,8101,LateralMovement.warning_recall,0.8,0.8857142857142857,0.08571428571428563,0.0,0.11111111111111105,0.95,1981,19,True,SUPPORT_CONDITIONAL
PX081,harm_minus_entropy,delayed_unavailable,1,8101,LateralMovement.attack_to_benign_count,7,4,-3,-7.0,0.0,0.95,2000,0,False,COMPLETE
PX081,harm_minus_entropy,delayed_unavailable,1,8101,LateralMovement.wrong_attack_stage_count,0,0,0,0.0,0.0,0.95,2000,0,False,COMPLETE
PX081,harm_minus_entropy,delayed_unavailable,1,8101,LateralMovement.stage_f1,0.06015037593984962,0.2672413793103448,0.20709100337049519,0.0451434334696686,0.3831882730187815,0.95,1981,19,True,SUPPORT_CONDITIONAL
PX081,harm_minus_entropy,delayed_unavailable,1,8101,DataExfiltration.exact_stage_recall,0.6751888436955259,0.6751888436955259,0.0,0.0,0.0,0.95,2000,0,False,COMPLETE
PX081,harm_minus_entropy,delayed_unavailable,1,8101,DataExfiltration.warning_recall,0.8861127251597908,0.678965717606043,-0.20714700755374782,-0.6679438058748404,-0.023839397741530766,0.95,2000,0,False,COMPLETE
PX081,harm_minus_entropy,delayed_unavailable,1,8101,DataExfiltration.attack_to_benign_count,392,1105,713,114.0,1569.0,0.95,2000,0,False,COMPLETE
PX081,harm_minus_entropy,delayed_unavailable,1,8101,DataExfiltration.wrong_attack_stage_count,726,13,-713,-1569.0,-114.0,0.95,2000,0,False,COMPLETE
PX081,harm_minus_entropy,delayed_unavailable,1,8101,DataExfiltration.stage_f1,0.7556494878881482,0.7555266579973993,-0.00012282989074896555,-0.00028473165136977396,0.0,0.95,2000,0,False,COMPLETE
PX081,harm_minus_entropy,delayed_unavailable,1,8102,macro_f1,0.6992037537591429,0.7535116943711904,0.05430794061204747,0.01090506353911247,0.10004979728251495,0.95,1981,19,True,SUPPORT_CONDITIONAL
PX081,harm_minus_entropy,delayed_unavailable,1,8102,benign_false_alert_rate,0.0008585120165666804,0.0008220902946517302,-3.642172191495015e-05,-5.89230053089628e-05,-1.7367744624683106e-05,0.95,2000,0,False,COMPLETE
PX081,harm_minus_entropy,delayed_unavailable,1,8102,benign_false_alert_count,165,158,-7.0,-10.0,-3.0,0.95,2000,0,False,COMPLETE
PX081,harm_minus_entropy,delayed_unavailable,1,8102,attack_to_benign_count,453,1167,714,113.0,1557.0,0.95,2000,0,False,COMPLETE
PX081,harm_minus_entropy,delayed_unavailable,1,8102,wrong_attack_stage_count,1078,366,-712,-1556.0,-114.0,0.95,2000,0,False,COMPLETE
PX081,harm_minus_entropy,delayed_unavailable,1,8102,OtherAttackStage.exact_stage_recall,0.9674822923374115,0.9673213135866066,-0.00016097875080489654,-0.0011569052783803047,0.0001536452331566407,0.95,2000,0,False,COMPLETE
PX081,harm_minus_entropy,delayed_unavailable,1,8102,OtherAttackStage.warning_recall,0.9966194462330973,0.9965389568576948,-8.048937540250378e-05,-0.0005129520389843822,0.0,0.95,2000,0,False,COMPLETE
PX081,harm_minus_entropy,delayed_unavailable,1,8102,OtherAttackStage.attack_to_benign_count,42,43,1,0.0,3.0,0.95,2000,0,False,COMPLETE
PX081,harm_minus_entropy,delayed_unavailable,1,8102,OtherAttackStage.wrong_attack_stage_count,362,363,1,-2.0,4.0,0.95,2000,0,False,COMPLETE
PX081,harm_minus_entropy,delayed_unavailable,1,8102,OtherAttackStage.stage_f1,0.982909477471584,0.9828263002944063,-8.317717717765127e-05,-0.0006829847142221235,7.723725573716145e-05,0.95,2000,0,False,COMPLETE
PX081,harm_minus_entropy,delayed_unavailable,1,8102,LateralMovement.exact_stage_recall,0.7714285714285715,0.7714285714285715,0.0,0.0,0.0,0.95,1981,19,True,SUPPORT_CONDITIONAL
PX081,harm_minus_entropy,delayed_unavailable,1,8102,LateralMovement.warning_recall,0.7714285714285715,0.7714285714285715,0.0,0.0,0.0,0.95,1981,19,True,SUPPORT_CONDITIONAL
PX081,harm_minus_entropy,delayed_unavailable,1,8102,LateralMovement.attack_to_benign_count,8,8,0,0.0,0.0,0.95,2000,0,False,COMPLETE
PX081,harm_minus_entropy,delayed_unavailable,1,8102,LateralMovement.wrong_attack_stage_count,0,0,0,0.0,0.0,0.95,2000,0,False,COMPLETE
PX081,harm_minus_entropy,delayed_unavailable,1,8102,LateralMovement.stage_f1,0.05908096280087528,0.27835051546391754,0.21926955266304227,0.04497720568517029,0.4045416090348745,0.95,1981,19,True,SUPPORT_CONDITIONAL
PX081,harm_minus_entropy,delayed_unavailable,1,8102,DataExfiltration.exact_stage_recall,0.6748983149331784,0.6748983149331784,0.0,0.0,0.0,0.95,2000,0,False,COMPLETE
PX081,harm_minus_entropy,delayed_unavailable,1,8102,DataExfiltration.warning_recall,0.8829169087739687,0.6757699012202208,-0.20714700755374782,-0.6624095359727543,-0.02377946127946129,0.95,2000,0,False,COMPLETE
PX081,harm_minus_entropy,delayed_unavailable,1,8102,DataExfiltration.attack_to_benign_count,403,1116,713,113.0,1556.0,0.95,2000,0,False,COMPLETE
PX081,harm_minus_entropy,delayed_unavailable,1,8102,DataExfiltration.wrong_attack_stage_count,716,3,-713,-1556.0,-113.0,0.95,2000,0,False,COMPLETE
PX081,harm_minus_entropy,delayed_unavailable,1,8102,DataExfiltration.stage_f1,0.7564311299251059,0.7563079928373758,-0.00012313708773004084,-0.0004356121592385964,0.0002523774041162108,0.95,2000,0,False,COMPLETE
PX081,harm_minus_entropy,delayed_unavailable,1,8103,macro_f1,0.7516554229973577,0.7484786723279241,-0.00317675066943357,-0.006821795224337235,0.0018567934259094976,0.95,1981,19,True,SUPPORT_CONDITIONAL
PX081,harm_minus_entropy,delayed_unavailable,1,8103,benign_false_alert_rate,0.0009157461510044591,0.0008689182228280947,-4.682792817636437e-05,-0.00012192277517440253,0.0,0.95,2000,0,False,COMPLETE
PX081,harm_minus_entropy,delayed_unavailable,1,8103,benign_false_alert_count,176,167,-9.0,-23.0,0.0,0.95,2000,0,False,COMPLETE
PX081,harm_minus_entropy,delayed_unavailable,1,8103,attack_to_benign_count,1154,1157,3,0.0,7.0,0.95,2000,0,False,COMPLETE
PX081,harm_minus_entropy,delayed_unavailable,1,8103,wrong_attack_stage_count,359,356,-3,-7.0,0.0,0.95,2000,0,False,COMPLETE
PX081,harm_minus_entropy,delayed_unavailable,1,8103,OtherAttackStage.exact_stage_recall,0.9685286542176432,0.9687701223438506,0.00024146812620740032,0.0,0.00041054273749896453,0.95,2000,0,False,COMPLETE
PX081,harm_minus_entropy,delayed_unavailable,1,8103,OtherAttackStage.warning_recall,0.996941403734707,0.996941403734707,0.0,0.0,0.0,0.95,2000,0,False,COMPLETE
PX081,harm_minus_entropy,delayed_unavailable,1,8103,OtherAttackStage.attack_to_benign_count,38,38,0,0.0,0.0,0.95,2000,0,False,COMPLETE
PX081,harm_minus_entropy,delayed_unavailable,1,8103,OtherAttackStage.wrong_attack_stage_count,353,350,-3,-7.0,0.0,0.95,2000,0,False,COMPLETE
PX081,harm_minus_entropy,delayed_unavailable,1,8103,OtherAttackStage.stage_f1,0.9839322948607875,0.9840971342136462,0.00016483935285871443,0.0,0.0002560604563477398,0.95,2000,0,False,COMPLETE
PX081,harm_minus_entropy,delayed_unavailable,1,8103,LateralMovement.exact_stage_recall,0.8571428571428571,0.7714285714285715,-0.08571428571428563,-0.11111111111111105,0.0,0.95,1981,19,True,SUPPORT_CONDITIONAL
PX081,harm_minus_entropy,delayed_unavailable,1,8103,LateralMovement.warning_recall,0.8571428571428571,0.7714285714285715,-0.08571428571428563,-0.11111111111111105,0.0,0.95,1981,19,True,SUPPORT_CONDITIONAL
PX081,harm_minus_entropy,delayed_unavailable,1,8103,LateralMovement.attack_to_benign_count,5,8,3,0.0,7.0,0.95,2000,0,False,COMPLETE
PX081,harm_minus_entropy,delayed_unavailable,1,8103,LateralMovement.wrong_attack_stage_count,0,0,0,0.0,0.0,0.95,2000,0,False,COMPLETE
PX081,harm_minus_entropy,delayed_unavailable,1,8103,LateralMovement.stage_f1,0.26905829596412556,0.2559241706161137,-0.013134125348011838,-0.027721741393895993,0.0071275837491090455,0.95,1981,19,True,SUPPORT_CONDITIONAL
PX081,harm_minus_entropy,delayed_unavailable,1,8103,DataExfiltration.exact_stage_recall,0.6754793724578734,0.6754793724578734,0.0,0.0,0.0,0.95,2000,0,False,COMPLETE
PX081,harm_minus_entropy,delayed_unavailable,1,8103,DataExfiltration.warning_recall,0.6772225450319581,0.6772225450319581,0.0,0.0,0.0,0.95,2000,0,False,COMPLETE
PX081,harm_minus_entropy,delayed_unavailable,1,8103,DataExfiltration.attack_to_benign_count,1111,1111,0,0.0,0.0,0.95,2000,0,False,COMPLETE
PX081,harm_minus_entropy,delayed_unavailable,1,8103,DataExfiltration.wrong_attack_stage_count,6,6,0,0.0,0.0,0.95,2000,0,False,COMPLETE
PX081,harm_minus_entropy,delayed_unavailable,1,8103,DataExfiltration.stage_f1,0.7570823835884077,0.757328990228013,0.0002466066396052957,0.0,0.0005115838602791634,0.95,2000,0,False,COMPLETE
PX081,harm_minus_entropy,delayed_unavailable,2,8101,macro_f1,0.700517705597177,0.7537758132649056,0.05325810766772865,0.01039883430466293,0.09361023192795925,0.95,1981,19,True,SUPPORT_CONDITIONAL
PX081,harm_minus_entropy,delayed_unavailable,2,8101,benign_false_alert_rate,0.0007960747789981945,0.0008012778821289017,5.2031031307071644e-06,-1.1862185133123529e-05,2.0449200777069632e-05,0.95,2000,0,False,COMPLETE
PX081,harm_minus_entropy,delayed_unavailable,2,8101,benign_false_alert_count,153,154,1.0,-2.0,4.0,0.95,2000,0,False,COMPLETE
PX081,harm_minus_entropy,delayed_unavailable,2,8101,attack_to_benign_count,444,1172,728,122.0,1578.0,0.95,2000,0,False,COMPLETE
PX081,harm_minus_entropy,delayed_unavailable,2,8101,wrong_attack_stage_count,1068,343,-725,-1577.0,-118.0,0.95,2000,0,False,COMPLETE
PX081,harm_minus_entropy,delayed_unavailable,2,8101,OtherAttackStage.exact_stage_recall,0.9690115904700579,0.9689311010946555,-8.048937540239276e-05,-0.0005129520389843822,0.0,0.95,2000,0,False,COMPLETE
PX081,harm_minus_entropy,delayed_unavailable,2,8101,OtherAttackStage.warning_recall,0.9964584674822924,0.9963779781068899,-8.048937540250378e-05,-0.0008591065292096189,0.0002533569799847424,0.95,2000,0,False,COMPLETE
PX081,harm_minus_entropy,delayed_unavailable,2,8101,OtherAttackStage.attack_to_benign_count,44,45,1,-3.0,6.0,0.95,2000,0,False,COMPLETE
PX081,harm_minus_entropy,delayed_unavailable,2,8101,OtherAttackStage.wrong_attack_stage_count,341,341,0,-3.0,3.0,0.95,2000,0,False,COMPLETE
PX081,harm_minus_entropy,delayed_unavailable,2,8101,OtherAttackStage.stage_f1,0.984141257254966,0.9841399607586658,-1.2964963002071173e-06,-0.00027736976134951075,0.00010648472806173981,0.95,2000,0,False,COMPLETE
PX081,harm_minus_entropy,delayed_unavailable,2,8101,LateralMovement.exact_stage_recall,0.8,0.8,0.0,0.0,0.0,0.95,1981,19,True,SUPPORT_CONDITIONAL
PX081,harm_minus_entropy,delayed_unavailable,2,8101,LateralMovement.warning_recall,0.8,0.8,0.0,0.0,0.0,0.95,1981,19,True,SUPPORT_CONDITIONAL
PX081,harm_minus_entropy,delayed_unavailable,2,8101,LateralMovement.attack_to_benign_count,7,7,0,0.0,0.0,0.95,2000,0,False,COMPLETE
PX081,harm_minus_entropy,delayed_unavailable,2,8101,LateralMovement.wrong_attack_stage_count,0,0,0,0.0,0.0,0.95,2000,0,False,COMPLETE
PX081,harm_minus_entropy,delayed_unavailable,2,8101,LateralMovement.stage_f1,0.06040992448759439,0.27586206896551724,0.21545214447792285,0.042373905164602835,0.37887377173091463,0.95,1981,19,True,SUPPORT_CONDITIONAL
PX081,harm_minus_entropy,delayed_unavailable,2,8101,DataExfiltration.exact_stage_recall,0.674607786170831,0.674026728646136,-0.0005810575246949501,-0.0026246719160105125,0.0,0.95,2000,0,False,COMPLETE
PX081,harm_minus_entropy,delayed_unavailable,2,8101,DataExfiltration.warning_recall,0.8858221963974433,0.674607786170831,-0.21121441022661236,-0.6696466581524053,-0.025094102885821812,0.95,2000,0,False,COMPLETE
PX081,harm_minus_entropy,delayed_unavailable,2,8101,DataExfiltration.attack_to_benign_count,393,1120,727,120.0,1579.0,0.95,2000,0,False,COMPLETE
PX081,harm_minus_entropy,delayed_unavailable,2,8101,DataExfiltration.wrong_attack_stage_count,727,2,-725,-1578.0,-117.0,0.95,2000,0,False,COMPLETE
PX081,harm_minus_entropy,delayed_unavailable,2,8101,DataExfiltration.stage_f1,0.7590715920235371,0.758541768840935,-0.0005298231826020849,-0.002297849840681071,0.0,0.95,2000,0,False,COMPLETE
PX081,harm_minus_entropy,delayed_unavailable,2,8102,macro_f1,0.6989163049298642,0.7541071881454304,0.0551908832155662,0.010100069682152824,0.10724338419538804,0.95,1981,19,True,SUPPORT_CONDITIONAL
PX081,harm_minus_entropy,delayed_unavailable,2,8102,benign_false_alert_rate,0.00067640340699193,0.0007232313351682943,4.682792817636437e-05,1.4926635586094347e-05,8.303529593186351e-05,0.95,2000,0,False,COMPLETE
PX081,harm_minus_entropy,delayed_unavailable,2,8102,benign_false_alert_count,130,139,9.0,3.0,16.0,0.95,2000,0,False,COMPLETE
PX081,harm_minus_entropy,delayed_unavailable,2,8102,attack_to_benign_count,473,1182,709,112.0,1553.0,0.95,2000,0,False,COMPLETE
PX081,harm_minus_entropy,delayed_unavailable,2,8102,wrong_attack_stage_count,1054,350,-704,-1554.0,-101.0,0.95,2000,0,False,COMPLETE
PX081,harm_minus_entropy,delayed_unavailable,2,8102,OtherAttackStage.exact_stage_recall,0.9682066967160334,0.9678042498390212,-0.00040244687701218584,-0.0011897679952409534,0.00026504108136760074,0.95,2000,0,False,COMPLETE
PX081,harm_minus_entropy,delayed_unavailable,2,8102,OtherAttackStage.warning_recall,0.9956535737282679,0.9958950418544752,0.0002414681262072893,0.0,0.0015388561169530357,0.95,2000,0,False,COMPLETE
PX081,harm_minus_entropy,delayed_unavailable,2,8102,OtherAttackStage.attack_to_benign_count,54,51,-3,-9.0,0.0,0.95,2000,0,False,COMPLETE
PX081,harm_minus_entropy,delayed_unavailable,2,8102,OtherAttackStage.wrong_attack_stage_count,341,349,8,1.0,16.024999999999864,0.95,2000,0,False,COMPLETE
PX081,harm_minus_entropy,delayed_unavailable,2,8102,OtherAttackStage.stage_f1,0.9834443853983567,0.9831561733442354,-0.0002882120541212174,-0.0007480558388479608,0.00014640814891009324,0.95,2000,0,False,COMPLETE
PX081,harm_minus_entropy,delayed_unavailable,2,8102,LateralMovement.exact_stage_recall,0.6857142857142857,0.6857142857142857,0.0,0.0,0.0,0.95,1981,19,True,SUPPORT_CONDITIONAL
PX081,harm_minus_entropy,delayed_unavailable,2,8102,LateralMovement.warning_recall,0.6857142857142857,0.6857142857142857,0.0,0.0,0.0,0.95,1981,19,True,SUPPORT_CONDITIONAL
PX081,harm_minus_entropy,delayed_unavailable,2,8102,LateralMovement.attack_to_benign_count,11,11,0,0.0,0.0,0.95,2000,0,False,COMPLETE
PX081,harm_minus_entropy,delayed_unavailable,2,8102,LateralMovement.wrong_attack_stage_count,0,0,0,0.0,0.0,0.95,2000,0,False,COMPLETE
PX081,harm_minus_entropy,delayed_unavailable,2,8102,LateralMovement.stage_f1,0.05429864253393665,0.27906976744186046,0.2247711249079238,0.04265471370734529,0.433721875847113,0.95,1981,19,True,SUPPORT_CONDITIONAL
PX081,harm_minus_entropy,delayed_unavailable,2,8102,DataExfiltration.exact_stage_recall,0.6743172574084835,0.6743172574084835,0.0,0.0,0.0,0.95,2000,0,False,COMPLETE
PX081,harm_minus_entropy,delayed_unavailable,2,8102,DataExfiltration.warning_recall,0.8814642649622313,0.674607786170831,-0.20685647879140034,-0.6624095359727544,-0.023569023569023462,0.95,2000,0,False,COMPLETE
PX081,harm_minus_entropy,delayed_unavailable,2,8102,DataExfiltration.attack_to_benign_count,408,1120,712,112.0,1556.0,0.95,2000,0,False,COMPLETE
PX081,harm_minus_entropy,delayed_unavailable,2,8102,DataExfiltration.wrong_attack_stage_count,713,1,-712,-1556.0,-112.0,0.95,2000,0,False,COMPLETE
PX081,harm_minus_entropy,delayed_unavailable,2,8102,DataExfiltration.stage_f1,0.7594895287958116,0.7576301615798923,-0.0018593672159192831,-0.0040224433028571704,0.0,0.95,2000,0,False,COMPLETE
PX081,harm_minus_entropy,delayed_unavailable,2,8103,macro_f1,0.7567443317343168,0.755284716595747,-0.0014596151385697365,-0.003937576650783425,0.00498628601804707,0.95,1981,19,True,SUPPORT_CONDITIONAL
PX081,harm_minus_entropy,delayed_unavailable,2,8103,benign_false_alert_rate,0.0007648561602139517,0.0007284344382990015,-3.642172191495015e-05,-0.00011662178494942861,1.186218513312342e-05,0.95,2000,0,False,COMPLETE
PX081,harm_minus_entropy,delayed_unavailable,2,8103,benign_false_alert_count,147,140,-7.0,-21.0,2.0,0.95,2000,0,False,COMPLETE
PX081,harm_minus_entropy,delayed_unavailable,2,8103,attack_to_benign_count,1170,1173,3,0.0,7.0,0.95,2000,0,False,COMPLETE
PX081,harm_minus_entropy,delayed_unavailable,2,8103,wrong_attack_stage_count,340,338,-2,-4.0,0.0,0.95,2000,0,False,COMPLETE
PX081,harm_minus_entropy,delayed_unavailable,2,8103,OtherAttackStage.exact_stage_recall,0.9692530585962653,0.9693335479716677,8.048937540239276e-05,0.0,0.0005129520389843822,0.95,2000,0,False,COMPLETE
PX081,harm_minus_entropy,delayed_unavailable,2,8103,OtherAttackStage.warning_recall,0.9964584674822924,0.9964584674822924,0.0,0.0,0.0,0.95,2000,0,False,COMPLETE
PX081,harm_minus_entropy,delayed_unavailable,2,8103,OtherAttackStage.attack_to_benign_count,44,44,0,0.0,0.0,0.95,2000,0,False,COMPLETE
PX081,harm_minus_entropy,delayed_unavailable,2,8103,OtherAttackStage.wrong_attack_stage_count,338,337,-1,-3.0,0.0,0.95,2000,0,False,COMPLETE
PX081,harm_minus_entropy,delayed_unavailable,2,8103,OtherAttackStage.stage_f1,0.9843462623125026,0.9843475417875679,1.2794750653410958e-06,-0.00010649618550961915,0.00027670808683455395,0.95,2000,0,False,COMPLETE
PX081,harm_minus_entropy,delayed_unavailable,2,8103,LateralMovement.exact_stage_recall,0.8,0.7428571428571429,-0.05714285714285716,-0.09090909090909094,0.0,0.95,1981,19,True,SUPPORT_CONDITIONAL
PX081,harm_minus_entropy,delayed_unavailable,2,8103,LateralMovement.warning_recall,0.8,0.7428571428571429,-0.05714285714285716,-0.09090909090909094,0.0,0.95,1981,19,True,SUPPORT_CONDITIONAL
PX081,harm_minus_entropy,delayed_unavailable,2,8103,LateralMovement.attack_to_benign_count,7,9,2,0.0,4.0,0.95,2000,0,False,COMPLETE
PX081,harm_minus_entropy,delayed_unavailable,2,8103,LateralMovement.wrong_attack_stage_count,0,0,0,0.0,0.0,0.95,2000,0,False,COMPLETE
PX081,harm_minus_entropy,delayed_unavailable,2,8103,LateralMovement.stage_f1,0.28717948717948716,0.2810810810810811,-0.006098406098406062,-0.01585229985675629,0.01978088861838101,0.95,1981,19,True,SUPPORT_CONDITIONAL
PX081,harm_minus_entropy,delayed_unavailable,2,8103,DataExfiltration.exact_stage_recall,0.6743172574084835,0.6743172574084835,0.0,0.0,0.0,0.95,2000,0,False,COMPLETE
PX081,harm_minus_entropy,delayed_unavailable,2,8103,DataExfiltration.warning_recall,0.6748983149331784,0.674607786170831,-0.00029052876234747504,-0.002732240437158473,0.0,0.95,2000,0,False,COMPLETE
PX081,harm_minus_entropy,delayed_unavailable,2,8103,DataExfiltration.attack_to_benign_count,1119,1120,1,0.0,3.0,0.95,2000,0,False,COMPLETE
PX081,harm_minus_entropy,delayed_unavailable,2,8103,DataExfiltration.wrong_attack_stage_count,2,1,-1,-3.0,0.0,0.95,2000,0,False,COMPLETE
PX081,harm_minus_entropy,delayed_unavailable,2,8103,DataExfiltration.stage_f1,0.7588687264999182,0.7591169255928045,0.00024819909288631425,0.0,0.0005582524017042623,0.95,2000,0,False,COMPLETE
PX081,harm_minus_entropy,delayed_unavailable,3,8101,macro_f1,0.7008708824620269,0.7536770456877966,0.0528061632257697,0.01009122093697723,0.09037048117318691,0.95,1981,19,True,SUPPORT_CONDITIONAL
PX081,harm_minus_entropy,delayed_unavailable,3,8101,benign_false_alert_rate,0.0008064809852596089,0.0008064809852596089,0.0,-1.4476389009525359e-05,1.2349643095314455e-05,0.95,2000,0,False,COMPLETE
PX081,harm_minus_entropy,delayed_unavailable,3,8101,benign_false_alert_count,155,155,0.0,-3.0,3.0,0.95,2000,0,False,COMPLETE
PX081,harm_minus_entropy,delayed_unavailable,3,8101,attack_to_benign_count,469,1167,698,96.0,1568.0,0.95,2000,0,False,COMPLETE
PX081,harm_minus_entropy,delayed_unavailable,3,8101,wrong_attack_stage_count,1044,346,-698,-1567.0,-97.0,0.95,2000,0,False,COMPLETE
PX081,harm_minus_entropy,delayed_unavailable,3,8101,OtherAttackStage.exact_stage_recall,0.9689311010946555,0.9689311010946555,0.0,0.0,0.0,0.95,2000,0,False,COMPLETE
PX081,harm_minus_entropy,delayed_unavailable,3,8101,OtherAttackStage.warning_recall,0.9962974887314875,0.996216999356085,-8.048937540250378e-05,-0.0008591065292096189,0.0002533569799848534,0.95,2000,0,False,COMPLETE
PX081,harm_minus_entropy,delayed_unavailable,3,8101,OtherAttackStage.attack_to_benign_count,46,47,1,-3.0,6.0,0.95,2000,0,False,COMPLETE
PX081,harm_minus_entropy,delayed_unavailable,3,8101,OtherAttackStage.wrong_attack_stage_count,340,339,-1,-6.0,3.0,0.95,2000,0,False,COMPLETE
